date,Symbol,title
2020-11-06,"['MANAPPURAM', 'RECLTD', 'ITC', 'BOSCHLTD', 'BHEL', 'BALKRISIND', 'CIPLA', 'TATACONSUM', 'GLENMARK', 'MRF', 'VEDL', 'UBL', 'ASHOKLEY', 'SAIL', 'BEL', 'VOLTAS']",Results on 06 Nov 2020
2020-11-07,['DIVISLAB'],Results on 07 Nov 2020
2020-11-09,['L&TFH'],Results on 09 Nov 2020
2020-11-10,"['NMDC', 'M&M', 'MOTHERSUMI', 'EXIDEIND', 'GMRINFRA', 'GAIL', 'TATAPOWER', 'BATAINDIA', 'NAUKRI', 'HINDALCO']",Results on 10 Nov 2020
2020-11-11,"['APOLLOHOSP', 'SHREECEM', 'IBULHSGFIN', 'COALINDIA', 'LICHSGFIN', 'POWERGRID', 'IGL', 'AUROPHARMA', 'BHARATFORG', 'NATIONALUM']",Results on 11 Nov 2020
2020-11-12,"['SUNTV', 'EICHERMOT', 'PAGEIND', 'MGL', 'PFC', 'GRASIM', 'JUBLFOOD']",Results on 12 Nov 2020
2020-11-13,"['ONGC', 'TATASTEEL']",Results on 13 Nov 2020
2020-11-25,['SIEMENS'],Results on 25 Nov 2020
2020-12-10,['CANBK'],Results on 10 Dec 2020
2020-12-12,['POWERGRID'],Results on 12 Dec 2020
2020-12-18,['PVR'],Results on 18 Dec 2020
2020-12-30,['PFC'],Results on 30 Dec 2020
2021-01-08,['TCS'],Results on 08 Jan 2021
2021-01-13,"['INFY', 'WIPRO']",Results on 13 Jan 2021
2021-01-15,"['PVR', 'L&TFH', 'HCLTECH', 'GAIL']",Results on 15 Jan 2021
2021-01-16,['HDFCBANK'],Results on 16 Jan 2021
2021-01-18,"['MINDTREE', 'L&TFH']",Results on 18 Jan 2021
2021-01-19,['ICICIGI'],Results on 19 Jan 2021
2021-01-20,"['HAVELLS', 'BAJFINANCE', 'BAJAJFINSV', 'HDFCAMC', 'FEDERALBNK']",Results on 20 Jan 2021
2021-01-21,"['ASIANPAINT', 'SRF', 'BANDHANBNK', 'BIOCON', 'BAJAJ-AUTO', 'JINDALSTEL']",Results on 21 Jan 2021
2021-01-22,"['APOLLOHOSP', 'SBILIFE', 'HDFCLIFE', 'JSWSTEEL', 'RELIANCE']",Results on 22 Jan 2021
2021-01-23,['ULTRACEMCO'],Results on 23 Jan 2021
2021-01-25,"['KOTAKBANK', 'LT']",Results on 25 Jan 2021
2021-01-27,"['CANBK', 'BANKBARODA', 'AXISBANK', 'ICICIPRULI', 'HINDUNILVR', 'MCDOWELL-N', 'MARICO', 'NATIONALUM']",Results on 27 Jan 2021
2021-01-28,"['TVSMOTOR', 'COFORGE', 'SRTRANSFIN', 'LUPIN', 'MARUTI', 'PIDILITIND', 'RBLBANK', 'INDUSTOWER', 'COLPAL', 'UBL', 'CUMMINSIND', 'INDIGO', 'BEL', 'M&MFIN', 'TATACHEM', 'AARTIIND']",Results on 28 Jan 2021
2021-01-29,"['UPL', 'DRREDDY', 'MANAPPURAM', 'EXIDEIND', 'SUNPHARMA', 'CHOLAFIN', 'CIPLA', 'LALPATHLAB', 'IOC', 'INDUSINDBK', 'VEDL', 'DABUR', 'LICHSGFIN', 'SAIL', 'TATAMOTORS']",Results on 29 Jan 2021
2021-01-30,"['SHREECEM', 'ICICIBANK', 'TECHM', 'IDFCFIRSTB']",Results on 30 Jan 2021
2021-02-02,"['TATACONSUM', 'HDFC', 'ESCORTS']",Results on 02 Feb 2021
2021-02-03,"['BHARTIARTL', 'APOLLOTYRE', 'ADANIENT', 'RAMCOCEM', 'JUBLFOOD']",Results on 03 Feb 2021
2021-02-04,"['RECLTD', 'ZEEL', 'NTPC', 'GODREJPROP', 'SBIN', 'HEROMOTOCO', 'CONCOR', 'TATAPOWER', 'HINDPETRO']",Results on 04 Feb 2021
2021-02-05,"['CADILAHC', 'M&M', 'BRITANNIA', 'PNB']",Results on 05 Feb 2021
2021-02-06,"['DIVISLAB', 'BHEL']",Results on 06 Feb 2021
2021-02-08,"['SUNTV', 'NMDC', 'TORNTPHARM', 'BALKRISIND', 'GODREJCP', 'BPCL']",Results on 08 Feb 2021
2021-02-09,"['MUTHOOTFIN', 'MFSL', 'TORNTPOWER', 'MGL', 'ADANIPORTS', 'TATASTEEL', 'BERGEPAINT']",Results on 09 Feb 2021
2021-02-10,"['EICHERMOT', 'PAGEIND', 'GAIL', 'TITAN', 'IGL', 'AUROPHARMA', 'BATAINDIA', 'HINDALCO']",Results on 10 Feb 2021
2021-02-11,"['ITC', 'PETRONET', 'BOSCHLTD', 'COALINDIA', 'MRF', 'ACC', 'PFC', 'ASHOKLEY', 'PEL', 'POWERGRID']",Results on 11 Feb 2021
2021-02-12,"['APOLLOHOSP', 'MOTHERSUMI', 'IBULHSGFIN', 'ONGC', 'GLENMARK', 'GMRINFRA', 'GRASIM', 'SIEMENS', 'VOLTAS', 'BHARATFORG', 'NATIONALUM', 'NAUKRI']",Results on 12 Feb 2021
2021-02-13,"['AMARAJABAT', 'IDEA']",Results on 13 Feb 2021
2021-02-17,['BHARTIARTL'],Results on 17 Feb 2021
2021-02-18,"['AMBUJACEM', 'IDFCFIRSTB']",Results on 18 Feb 2021
2021-02-19,['MUTHOOTFIN'],Results on 19 Feb 2021
2021-02-26,['PFC'],Results on 26 Feb 2021
2021-04-12,['TCS'],Results on 12 Apr 2021
2021-04-14,['INFY'],Results on 14 Apr 2021
2021-04-15,['WIPRO'],Results on 15 Apr 2021
2021-04-16,['MINDTREE'],Results on 16 Apr 2021
2021-04-17,"['HDFCBANK', 'ICICIGI']",Results on 17 Apr 2021
2021-04-19,"['ACC', 'ICICIPRULI']",Results on 19 Apr 2021
2021-04-22,['INDUSTOWER'],Results on 22 Apr 2021
2021-04-23,"['HCLTECH', 'M&MFIN']",Results on 23 Apr 2021
2021-04-24,['ICICIBANK'],Results on 24 Apr 2021
2021-04-26,"['HDFCLIFE', 'AUBANK', 'TECHM']",Results on 26 Apr 2021
2021-04-27,"['TVSMOTOR', 'MARUTI', 'BAJFINANCE', 'BRITANNIA', 'HDFCAMC', 'AXISBANK', 'NAM-INDIA']",Results on 27 Apr 2021
2021-04-28,"['BIOCON', 'BAJAJFINSV']",Results on 28 Apr 2021
2021-04-29,"['SRTRANSFIN', 'EXIDEIND', 'AMBUJACEM', 'L&TFH', 'HINDUNILVR', 'TITAN', 'BAJAJ-AUTO']",Results on 29 Apr 2021
2021-04-30,"['TRENT', 'INDUSINDBK', 'MARICO', 'RELIANCE']",Results on 30 Apr 2021
2021-05-03,"['SBILIFE', 'KOTAKBANK', 'GODREJPROP', 'LTTS', 'TATACHEM']",Results on 03 May 2021
2021-05-04,"['LTI', 'RBLBANK', 'APLLTD', 'ADANIPORTS']",Results on 04 May 2021
2021-05-05,"['SRF', 'ADANIENT', 'TATASTEEL', 'DEEPAKNTR']",Results on 05 May 2021
2021-05-06,"['COFORGE', 'TATACONSUM', 'HEROMOTOCO']",Results on 06 May 2021
2021-05-07,"['ULTRACEMCO', 'CHOLAFIN', 'NAVINFLUOR', 'DABUR', 'HDFC']",Results on 07 May 2021
2021-05-08,"['BANDHANBNK', 'IDFCFIRSTB']",Results on 08 May 2021
2021-05-11,"['GRANULES', 'GODREJCP', 'SIEMENS', 'AARTIIND']",Results on 11 May 2021
2021-05-12,"['UPL', 'LUPIN', 'PIDILITIND', 'ASIANPAINT', 'APOLLOTYRE', 'TATAPOWER', 'VOLTAS', 'JINDALSTEL']",Results on 12 May 2021
2021-05-13,"['MPHASIS', 'VEDL', 'PEL']",Results on 13 May 2021
2021-05-14,"['DRREDDY', 'BALKRISIND', 'CIPLA', 'PNB', 'LT', 'ESCORTS']",Results on 14 May 2021
2021-05-17,"['BHARTIARTL', 'COLPAL', 'FEDERALBNK']",Results on 17 May 2021
2021-05-18,"['CANBK', 'TORNTPHARM', 'PIIND', 'TATAMOTORS']",Results on 18 May 2021
2021-05-19,"['IBULHSGFIN', 'IOC']",Results on 19 May 2021
2021-05-20,"['ZEEL', 'BOSCHLTD', 'HAVELLS', 'TORNTPOWER', 'HINDPETRO']",Results on 20 May 2021
2021-05-21,"['SHREECEM', 'LALPATHLAB', 'JSWSTEEL', 'SBIN', 'MCDOWELL-N', 'CONCOR', 'HINDALCO']",Results on 21 May 2021
2021-05-22,['AMARAJABAT'],Results on 22 May 2021
2021-05-24,"['MGL', 'GRASIM', 'RAMCOCEM']",Results on 24 May 2021
2021-05-25,['ALKEM'],Results on 25 May 2021
2021-05-26,"['MANAPPURAM', 'CUMMINSIND', 'BPCL', 'PFIZER', 'BERGEPAINT']",Results on 26 May 2021
2021-05-27,"['CADILAHC', 'EICHERMOT', 'SUNPHARMA', 'PAGEIND']",Results on 27 May 2021
2021-05-28,"['M&M', 'RECLTD', 'GLENMARK', 'CUB']",Results on 28 May 2021
2021-05-29,"['DIVISLAB', 'BANKBARODA']",Results on 29 May 2021
2021-05-31,['AUROPHARMA'],Results on 31 May 2021
2021-06-01,"['ITC', 'GUJGASLTD']",Results on 01 Jun 2021
2021-06-02,"['MOTHERSUMI', 'MUTHOOTFIN', 'PVR']",Results on 02 Jun 2021
2021-06-03,['BRITANNIA'],Results on 03 Jun 2021
2021-06-04,"['PNB', 'BHARATFORG']",Results on 04 Jun 2021
2021-06-05,['INDIGO'],Results on 05 Jun 2021
2021-06-07,['MRF'],Results on 07 Jun 2021
2021-06-08,"['PETRONET', 'MFSL']",Results on 08 Jun 2021
2021-06-09,"['GAIL', 'BATAINDIA']",Results on 09 Jun 2021
2021-06-10,['SAIL'],Results on 10 Jun 2021
2021-06-11,"['SUNTV', 'BHEL', 'DLF']",Results on 11 Jun 2021
2021-06-14,['COALINDIA'],Results on 14 Jun 2021
2021-06-15,"['PFC', 'LICHSGFIN', 'JUBLFOOD']",Results on 15 Jun 2021
2021-06-17,['POWERGRID'],Results on 17 Jun 2021
2021-06-18,['GMRINFRA'],Results on 18 Jun 2021
2021-06-19,['NTPC'],Results on 19 Jun 2021
2021-06-21,['NAUKRI'],Results on 21 Jun 2021
2021-06-22,"['NMDC', 'BEL']",Results on 22 Jun 2021
2021-06-23,['APOLLOHOSP'],Results on 23 Jun 2021
2021-06-24,"['ONGC', 'ASHOKLEY']",Results on 24 Jun 2021
2021-06-25,['IGL'],Results on 25 Jun 2021
2021-06-28,['NATIONALUM'],Results on 28 Jun 2021
2021-06-29,['IRCTC'],Results on 29 Jun 2021
2021-06-30,['IDEA'],Results on 30 Jun 2021
2021-07-08,['TCS'],Results on 08 Jul 2021
2021-07-13,['MINDTREE'],Results on 13 Jul 2021
2021-07-14,"['INFY', 'LTTS']",Results on 14 Jul 2021
2021-07-15,"['LTI', 'WIPRO']",Results on 15 Jul 2021
2021-07-16,"['L&TFH', 'HDFCAMC']",Results on 16 Jul 2021
2021-07-17,['HDFCBANK'],Results on 17 Jul 2021
2021-07-19,"['HDFCLIFE', 'ACC', 'HCLTECH', 'CUB', 'NAM-INDIA']",Results on 19 Jul 2021
2021-07-20,"['ASIANPAINT', 'BAJFINANCE', 'ICICIPRULI']",Results on 20 Jul 2021
2021-07-21,"['HAVELLS', 'BAJAJFINSV', 'JUBLFOOD']",Results on 21 Jul 2021
2021-07-22,"['ULTRACEMCO', 'BIOCON', 'MPHASIS', 'HINDUNILVR', 'BAJAJ-AUTO', 'ICICIGI']",Results on 22 Jul 2021
2021-07-23,"['AMBUJACEM', 'JSWSTEEL', 'FEDERALBNK', 'MCDOWELL-N', 'RELIANCE']",Results on 23 Jul 2021
2021-07-24,"['ITC', 'ICICIBANK']",Results on 24 Jul 2021
2021-07-26,"['SBILIFE', 'KOTAKBANK', 'NAVINFLUOR', 'DLF', 'APLLTD', 'VEDL', 'AXISBANK', 'LT', 'COROMANDEL', 'M&MFIN']",Results on 26 Jul 2021
2021-07-27,"['DRREDDY', 'CANBK', 'TORNTPHARM', 'GRANULES', 'INDUSINDBK', 'INDIGO', 'RAMCOCEM']",Results on 27 Jul 2021
2021-07-28,"['COFORGE', 'MARUTI', 'SRF', 'MGL', 'UBL', 'PFIZER']",Results on 28 Jul 2021
2021-07-29,"['TVSMOTOR', 'PVR', 'INDUSTOWER', 'COLPAL', 'TECHM', 'LICHSGFIN', 'CONCOR', 'DEEPAKNTR']",Results on 29 Jul 2021
2021-07-30,"['UPL', 'ABFRL', 'SRTRANSFIN', 'EXIDEIND', 'SUNPHARMA', 'CHOLAFIN', 'BHEL', 'LALPATHLAB', 'BANDHANBNK', 'IOC', 'BRITANNIA', 'MARICO', 'PIIND']",Results on 30 Jul 2021
2021-07-31,"['NTPC', 'IDFCFIRSTB']",Results on 31 Jul 2021
2021-08-02,"['RBLBANK', 'PNB', 'HDFC']",Results on 02 Aug 2021
2021-08-03,"['BHARTIARTL', 'TATACONSUM', 'GODREJPROP', 'ADANIENT', 'DABUR', 'ADANIPORTS']",Results on 03 Aug 2021
2021-08-04,"['BOSCHLTD', 'APOLLOTYRE', 'GODREJCP', 'SBIN', 'TITAN', 'HINDPETRO']",Results on 04 Aug 2021
2021-08-05,"['RECLTD', 'IBULHSGFIN', 'CIPLA', 'GAIL', 'ESCORTS', 'TATACHEM', 'GUJGASLTD']",Results on 05 Aug 2021
2021-08-06,"['M&M', 'STAR', 'MUTHOOTFIN', 'ZEEL', 'BALKRISIND', 'ALKEM', 'TORNTPOWER', 'ASTRAL', 'AUBANK', 'METROPOLIS', 'PEL', 'SAIL', 'TATAPOWER', 'BEL', 'CUB', 'VOLTAS', 'NATIONALUM', 'BERGEPAINT', 'HINDALCO', 'AARTIIND']",Results on 06 Aug 2021
2021-08-07,"['DIVISLAB', 'BANKBARODA']",Results on 07 Aug 2021
2021-08-09,"['SHREECEM', 'PETRONET', 'MRF', 'INDHOTEL']",Results on 09 Aug 2021
2021-08-10,"['MANAPPURAM', 'MOTHERSUMI', 'LUPIN', 'MFSL', 'TRENT', 'COALINDIA', 'SIEMENS', 'POWERGRID', 'JINDALSTEL']",Results on 10 Aug 2021
2021-08-11,"['CADILAHC', 'PIDILITIND', 'CUMMINSIND', 'BATAINDIA']",Results on 11 Aug 2021
2021-08-12,"['NMDC', 'EICHERMOT', 'IRCTC', 'PAGEIND', 'PFC', 'HEROMOTOCO', 'ASHOKLEY', 'AUROPHARMA', 'BHARATFORG', 'BPCL', 'TATASTEEL']",Results on 12 Aug 2021
2021-08-13,"['SUNTV', 'APOLLOHOSP', 'ONGC', 'GLENMARK', 'GMRINFRA', 'GRASIM', 'IGL']",Results on 13 Aug 2021
2021-08-14,"['AMARAJABAT', 'IDEA', 'NAUKRI']",Results on 14 Aug 2021
2021-08-19,['AARTIIND'],Results on 19 Aug 2021
2021-08-30,['HAL'],Results on 30 Aug 2021
2021-10-08,['TCS'],Results on 08 Oct 2021
2021-10-11,['DELTACORP'],Results on 11 Oct 2021
2021-10-13,"['INFY', 'WIPRO', 'MINDTREE']",Results on 13 Oct 2021
2021-10-14,['HCLTECH'],Results on 14 Oct 2021
2021-10-16,['HDFCBANK'],Results on 16 Oct 2021
2021-10-18,"['ULTRACEMCO', 'LTI']",Results on 18 Oct 2021
2021-10-19,"['NAVINFLUOR', 'ACC', 'ICICIPRULI', 'HINDUNILVR', 'LTTS']",Results on 19 Oct 2021
2021-10-20,"['HAVELLS', 'L&TFH', 'SYNGENE', 'JUBLFOOD']",Results on 20 Oct 2021
2021-10-21,"['TVSMOTOR', 'ASIANPAINT', 'IEX', 'BIOCON', 'MPHASIS', 'JSWSTEEL', 'CANFINHOME', 'LICHSGFIN', 'CONCOR', 'INDHOTEL', 'INDIAMART', 'ICICIGI']",Results on 21 Oct 2021
2021-10-22,"['POLYCAB', 'PVR', 'TATACONSUM', 'HDFCLIFE', 'FEDERALBNK', 'CROMPTON', 'RELIANCE']",Results on 22 Oct 2021
2021-10-23,['ICICIBANK'],Results on 23 Oct 2021
2021-10-25,"['COFORGE', 'SRF', 'INDUSTOWER', 'COLPAL', 'HDFCAMC', 'TECHM', 'RAMCOCEM']",Results on 25 Oct 2021
2021-10-26,"['CANBK', 'TORNTPHARM', 'KOTAKBANK', 'CIPLA', 'BAJFINANCE', 'LALPATHLAB', 'AMBUJACEM', 'MGL', 'PERSISTENT', 'AXISBANK', 'NAM-INDIA', 'PIIND']",Results on 26 Oct 2021
2021-10-27,"['SBILIFE', 'ITC', 'ZEEL', 'LUPIN', 'MARUTI', 'OFSS', 'TORNTPOWER', 'INDUSINDBK', 'ADANIENT', 'DALBHARAT', 'UBL', 'CUMMINSIND', 'PNB', 'ADANIPORTS', 'TITAN', 'MCDOWELL-N', 'LT', 'BAJAJ-AUTO', 'TATACHEM', 'DEEPAKNTR']",Results on 27 Oct 2021
2021-10-28,"['NTPC', 'DLF', 'RBLBANK', 'BAJAJFINSV', 'AUBANK', 'MARICO', 'TATAPOWER', 'INDIGO', 'COROMANDEL', 'M&MFIN', 'GUJGASLTD']",Results on 28 Oct 2021
2021-10-29,"['UPL', 'DRREDDY', 'CADILAHC', 'SHREECEM', 'RECLTD', 'SRTRANSFIN', 'EXIDEIND', 'CHOLAFIN', 'APOLLOTYRE', 'BANDHANBNK', 'IOC', 'VEDL', 'GAIL', 'OBEROIRLTY', 'DIXON', 'SAIL', 'BEL', 'ESCORTS', 'VOLTAS', 'BPCL']",Results on 29 Oct 2021
2021-10-30,"['IOC', 'IDFCFIRSTB', 'AARTIIND']",Results on 30 Oct 2021
2021-11-01,"['IRCTC', 'CHAMBLFERT', 'WHIRLPOOL', 'HDFC', 'TATAMOTORS']",Results on 01 Nov 2021
2021-11-02,"['BHARTIARTL', 'SUNPHARMA', 'TRENT', 'GODREJPROP', 'DABUR', 'JINDALSTEL', 'HINDPETRO']",Results on 02 Nov 2021
2021-11-03,"['ABFRL', 'GSPL', 'EICHERMOT', 'SBIN', 'BATAINDIA', 'PFIZER']",Results on 03 Nov 2021
2021-11-04,['MUTHOOTFIN'],Results on 04 Nov 2021
2021-11-05,['SUNTV'],Results on 05 Nov 2021
2021-11-06,['DIVISLAB'],Results on 06 Nov 2021
2021-11-08,"['BRITANNIA', 'AUROPHARMA']",Results on 08 Nov 2021
2021-11-09,"['M&M', 'PETRONET', 'BOSCHLTD', 'BHEL', 'MFSL', 'MRF', 'POWERGRID', 'IGL']",Results on 09 Nov 2021
2021-11-10,"['STAR', 'PIDILITIND', 'FSL', 'BANKBARODA', 'METROPOLIS', 'INDIACEM', 'BERGEPAINT']",Results on 10 Nov 2021
2021-11-11,"['NMDC', 'IBULHSGFIN', 'ZEEL', 'PAGEIND', 'BALKRISIND', 'ASTRAL', 'PFC', 'GRASIM', 'HAL', 'PEL', 'TATASTEEL']",Results on 11 Nov 2021
2021-11-12,"['AMARAJABAT', 'APOLLOHOSP', 'MOTHERSUMI', 'GRANULES', 'ONGC', 'ALKEM', 'GLENMARK', 'COALINDIA', 'IDEA', 'GMRINFRA', 'HEROMOTOCO', 'ASHOKLEY', 'CUB', 'BHARATFORG', 'NATIONALUM', 'HINDALCO']",Results on 12 Nov 2021
2021-11-13,"['MANAPPURAM', 'IPCALAB', 'JKCEMENT']",Results on 13 Nov 2021
2021-11-14,['NAUKRI'],Results on 14 Nov 2021
2021-11-24,['SIEMENS'],Results on 24 Nov 2021
2022-01-11,['DELTACORP'],Results on 11 Jan 2022
2022-01-12,"['TCS', 'INFY', 'WIPRO']",Results on 12 Jan 2022
2022-01-13,['MINDTREE'],Results on 13 Jan 2022
2022-01-14,['HCLTECH'],Results on 14 Jan 2022
2022-01-15,['HDFCBANK'],Results on 15 Jan 2022
2022-01-17,['ULTRACEMCO'],Results on 17 Jan 2022
2022-01-18,"['BAJFINANCE', 'ICICIPRULI', 'LTTS']",Results on 18 Jan 2022
2022-01-19,"['LTI', 'OFSS', 'SYNGENE', 'LICHSGFIN', 'TATACOMM', 'BAJAJ-AUTO', 'ICICIGI']",Results on 19 Jan 2022
2022-01-20,"['ASIANPAINT', 'BIOCON', 'MPHASIS', 'PERSISTENT', 'BAJAJFINSV', 'HINDUNILVR', 'CONCOR']",Results on 20 Jan 2022
2022-01-21,"['POLYCAB', 'SBILIFE', 'PVR', 'HDFCLIFE', 'BANDHANBNK', 'JSWSTEEL', 'L&TFH', 'IDEA', 'RELIANCE']",Results on 21 Jan 2022
2022-01-22,['ICICIBANK'],Results on 22 Jan 2022
2022-01-24,"['SRTRANSFIN', 'IEX', 'SBICARD', 'HDFCAMC', 'AXISBANK', 'RAMCOCEM', 'INDIAMART', 'DEEPAKNTR']",Results on 24 Jan 2022
2022-01-25,"['TORNTPHARM', 'MARUTI', 'PIDILITIND', 'SRF', 'CIPLA', 'FEDERALBNK', 'MCDOWELL-N']",Results on 25 Jan 2022
2022-01-27,"['COFORGE', 'CANBK', 'BHEL', 'LAURUSLABS', 'RBLBANK', 'INDUSTOWER', 'COLPAL', 'PNB', 'BSOFT', 'NAM-INDIA']",Results on 27 Jan 2022
2022-01-28,"['DRREDDY', 'STAR', 'KOTAKBANK', 'MFSL', 'BRITANNIA', 'CHAMBLFERT', 'VEDL', 'DALBHARAT', 'AUBANK', 'UBL', 'OBEROIRLTY', 'DIXON', 'MARICO', 'LT', 'BEL', 'CROMPTON', 'NAUKRI', 'ATUL']",Results on 28 Jan 2022
2022-01-29,"['NTPC', 'INDUSINDBK', 'IDFCFIRSTB']",Results on 29 Jan 2022
2022-01-31,"['UPL', 'EXIDEIND', 'SUNPHARMA', 'IOC', 'NAVINFLUOR', 'DLF', 'BPCL', 'HINDPETRO', 'TATAMOTORS']",Results on 31 Jan 2022
2022-02-01,"['ABFRL', 'CHOLAFIN', 'TECHM', 'ADANIPORTS', 'INDHOTEL', 'JINDALSTEL']",Results on 01 Feb 2022
2022-02-02,"['ZEEL', 'APOLLOTYRE', 'TATACONSUM', 'DABUR', 'HDFC', 'M&MFIN', 'JUBLFOOD', 'BALRAMCHIN']",Results on 02 Feb 2022
2022-02-03,"['CADILAHC', 'ITC', 'LUPIN', 'ABCAPITAL', 'TORNTPOWER', 'GODREJPROP', 'GAIL', 'TITAN', 'COROMANDEL', 'PIIND', 'PFIZER']",Results on 03 Feb 2022
2022-02-04,"['SHREECEM', 'RECLTD', 'DIVISLAB', 'ALKEM', 'GNFC', 'ASTRAL', 'FSL', 'SIEMENS', 'INDIGO', 'CUB', 'TATASTEEL']",Results on 04 Feb 2022
2022-02-05,"['BANKBARODA', 'SBIN', 'JKCEMENT', 'AARTIIND']",Results on 05 Feb 2022
2022-02-07,"['TVSMOTOR', 'NATIONALUM']",Results on 07 Feb 2022
2022-02-08,"['IRCTC', 'BHARTIARTL', 'GRANULES', 'MGL', 'GODREJCP', 'IGL', 'ESCORTS', 'BATAINDIA', 'GUJGASLTD']",Results on 08 Feb 2022
2022-02-09,"['IBULHSGFIN', 'PETRONET', 'BOSCHLTD', 'ACC', 'GMRINFRA', 'SAIL', 'POWERGRID', 'TATAPOWER', 'AUROPHARMA', 'BERGEPAINT']",Results on 09 Feb 2022
2022-02-10,"['AMARAJABAT', 'SUNTV', 'NMDC', 'M&M', 'STAR', 'GSPL', 'PAGEIND', 'LALPATHLAB', 'TRENT', 'MRF', 'APLLTD', 'ABB', 'WHIRLPOOL', 'CUMMINSIND', 'HEROMOTOCO', 'HAL', 'PEL', 'BHARATFORG', 'TATACHEM', 'HINDALCO']",Results on 10 Feb 2022
2022-02-11,"['APOLLOHOSP', 'MOTHERSUMI', 'HONAUT', 'DIVISLAB', 'ONGC', 'IDFC', 'GLENMARK', 'PFC', 'METROPOLIS', 'ASHOKLEY', 'VOLTAS', 'INDIACEM']",Results on 11 Feb 2022
2022-02-12,"['HINDCOPPER', 'MUTHOOTFIN']",Results on 12 Feb 2022
2022-02-14,"['MANAPPURAM', 'EICHERMOT', 'BALKRISIND', 'NBCC', 'COALINDIA', 'ADANIENT', 'GRASIM', 'IPCALAB']",Results on 14 Feb 2022
2022-02-17,['AMBUJACEM'],Results on 17 Feb 2022
2022-02-25,['RAIN'],Results on 25 Feb 2022
2022-03-02,['UPL'],Results on 02 Mar 2022
2022-03-25,['ATUL'],Results on 25 Mar 2022
2022-03-31,['GAIL'],Results on 31 Mar 2022
2022-04-11,"['TCS', 'DELTACORP']",Results on 11 Apr 2022
2022-04-13,['INFY'],Results on 13 Apr 2022
2022-04-16,"['HDFCBANK', 'ICICIPRULI']",Results on 16 Apr 2022
2022-04-18,['MINDTREE'],Results on 18 Apr 2022
2022-04-19,"['LTI', 'ACC']",Results on 19 Apr 2022
2022-04-21,"['NESTLEIND', 'HCLTECH', 'TATACOMM', 'LTTS', 'ICICIGI']",Results on 21 Apr 2022
2022-04-23,['ICICIBANK'],Results on 23 Apr 2022
2022-04-26,"['BAJFINANCE', 'HDFCLIFE', 'AUBANK', 'UBL', 'NAM-INDIA', 'ATUL']",Results on 26 Apr 2022
2022-04-27,"['IEX', 'TRENT', 'PERSISTENT', 'SYNGENE', 'HDFCAMC', 'HINDUNILVR', 'INDHOTEL', 'BAJAJ-AUTO']",Results on 27 Apr 2022
2022-04-28,"['SRTRANSFIN', 'SBILIFE', 'LAURUSLABS', 'AMBUJACEM', 'BIOCON', 'MPHASIS', 'VEDL', 'BAJAJFINSV', 'AXISBANK', 'COROMANDEL', 'INDIAMART']",Results on 28 Apr 2022
2022-04-29,"['ULTRACEMCO', 'MARUTI', 'WIPRO', 'SBICARD', 'L&TFH', 'CANFINHOME', 'INDUSINDBK', 'TATACHEM']",Results on 29 Apr 2022
2022-04-30,['IDFCFIRSTB'],Results on 30 Apr 2022
2022-05-02,"['BRITANNIA', 'APLLTD', 'HDFC', 'M&MFIN']",Results on 02 May 2022
2022-05-03,"['GODREJPROP', 'ADANIENT', 'HEROMOTOCO', 'TITAN', 'TATASTEEL']",Results on 03 May 2022
2022-05-04,"['KOTAKBANK', 'OFSS', 'HAVELLS', 'TATACONSUM', 'ABB', 'RAIN', 'DEEPAKNTR']",Results on 04 May 2022
2022-05-05,"['TVSMOTOR', 'EXIDEIND', 'CHOLAFIN', 'FSL', 'INDUSTOWER', 'DABUR', 'INTELLECT', 'MARICO', 'VOLTAS']",Results on 05 May 2022
2022-05-06,"['CANBK', 'FEDERALBNK', 'TATAPOWER', 'RELIANCE']",Results on 06 May 2022
2022-05-07,['NAVINFLUOR'],Results on 07 May 2022
2022-05-09,"['UPL', 'SRF', 'PVR', 'GNFC', 'DALBHARAT']",Results on 09 May 2022
2022-05-10,"['POLYCAB', 'ASIANPAINT', 'CIPLA', 'MFSL', 'TORNTPOWER', 'MGL', 'MRF', 'IDEA', 'GUJGASLTD']",Results on 10 May 2022
2022-05-11,"['PETRONET', 'PNB', 'ADANIPORTS']",Results on 11 May 2022
2022-05-12,"['COFORGE', 'HONAUT', 'GSPL', 'APOLLOTYRE', 'ABCAPITAL', 'RBLBANK', 'SIEMENS', 'LT', 'TATAMOTORS']",Results on 12 May 2022
2022-05-13,"['RECLTD', 'EICHERMOT', 'BALKRISIND', 'ALKEM', 'BANDHANBNK', 'BANKBARODA', 'SBIN', 'TECHM', 'HAL', 'ESCORTS']",Results on 13 May 2022
2022-05-16,"['MCX', 'BHARATFORG']",Results on 16 May 2022
2022-05-17,"['BHARTIARTL', 'ABBOTINDIA', 'LALPATHLAB', 'IOC', 'DLF', 'GMRINFRA', 'PIIND']",Results on 17 May 2022
2022-05-18,"['ABFRL', 'MANAPPURAM', 'GRANULES', 'ITC', 'LUPIN', 'PIDILITIND', 'LICHSGFIN', 'IGL', 'INDIGO']",Results on 18 May 2022
2022-05-19,"['DRREDDY', 'BOSCHLTD', 'CHAMBLFERT', 'GODREJCP', 'ASHOKLEY', 'CONCOR', 'HINDPETRO']",Results on 19 May 2022
